seq,red_raw,ir_raw,red_fir,ir_fir
6183,-45244,-29276,-18343.087826,-11658.828715
6184,-45249,-29282,-18418.434218,169.531691
6185,-45259,-29285,-18489.021315,-11778.805176
6186,-45264,-29278,-18553.704803,-11832.782949
6187,-45254,-29274,-18612.081125,8.179237
6188,-45240,-29263,-18664.451676,-11925.820740
6189,-45218,-29241,-18711.700211,-11965.467998
6190,-45181,-29215,-18755.102360,-111.718040
6191,-45154,-29184,-18796.097905,-12035.616066
6192,-45122,-29157,-18836.062487,-12068.473071
6193,-45088,-29133,-18876.108833,-211.312325
6194,-45068,-29111,-18916.945687,-12134.729827
6195,-45053,-29093,-18958.813177,-12169.185657
6196,-45037,-29077,-19001.498205,-314.618941
6197,-45030,-29060,-19044.422149,-12240.501274
6198,-45027,-29051,-19086.781905,-12276.315082
6199,-45017,-29044,-19127.720413,-421.319545
6200,-45022,-29036,-19166.491963,-12344.697050
6201,-45024,-29035,-19202.600304,-12376.052927
6202,-45018,-29035,-19235.883768,-515.133133
6203,-45026,-29030,-19266.533122,-12431.860872
6204,-45035,-29033,-19295.045835,-12456.687454
6205,-45027,-29032,-19322.123652,-590.146071
6206,-45039,-29030,-19348.528804,-12502.739254
6207,-45045,-29031,-19374.931256,-12525.179557
6208,-45038,-29029,-19401.769606,-657.891002
6209,-45049,-29030,-19429.144720,-12570.907681
6210,-45050,-29033,-19456.779441,-12594.192210
6211,-45046,-29032,-19484.034496,-727.261623
6212,-45052,-29028,-19509.989855,-12639.241824
6213,-45048,-29027,-19533.577300,-12659.341569
6214,-45036,-29019,-19553.741409,-786.616062
