Timestamp_Local,Epoch_Time_s,Packet_Type,Seq,Valid,Calibrated,SpO2_%,HR_BPM,PI_%,Ratio_R,HR_Time_BPM,HR_FFT_BPM,Motion_State,Battery_%,Battery_mV,Raw_Hex
2026-09-08 09:11:05.836,1788829865.837,SpO2,85452,1,0,81.32,43.8,0.08,0.9993,43.8,43.7,Still,,,A5 01 01 00 CC 4D 01 00 C4 1F B6 01 08 00 09 27 B6 01 B5 01
2026-09-08 09:11:06.616,1788829866.617,SpO2,85527,1,0,81.27,40.8,0.10,1.0003,40.8,46.0,Still,,,A5 01 01 00 17 4E 01 00 BF 1F 98 01 0A 00 13 27 98 01 CC 01
2026-09-08 09:11:07.756,1788829867.757,SpO2,85602,1,0,81.36,44.8,0.13,0.9986,44.8,46.3,Still,,,A5 01 01 00 62 4E 01 00 C8 1F C0 01 0D 00 02 27 C0 01 CF 01
2026-09-08 09:11:07.846,1788829867.847,Battery,85602,1,,,,,,,,,51,3693,A5 02 01 33 6D 0E 62 4E 01 00 00 73 00 00 00 00 62 01 00 00
2026-09-08 09:11:08.926,1788829868.926,SpO2,85677,1,0,81.40,47.5,0.15,0.9977,47.5,46.1,Still,,,A5 01 01 00 AD 4E 01 00 CC 1F DB 01 0F 00 F9 26 DB 01 CD 01
2026-09-08 09:11:09.676,1788829869.677,SpO2,85752,1,0,81.40,51.3,0.16,0.9977,51.3,46.8,Still,,,A5 01 01 00 F8 4E 01 00 CC 1F 01 02 10 00 F9 26 01 02 D4 01
2026-09-08 09:11:10.846,1788829870.846,SpO2,85827,1,0,81.42,41.7,0.15,0.9973,41.7,48.0,Still,,,A5 01 01 00 43 4F 01 00 CE 1F A1 01 0F 00 F5 26 A1 01 E0 01
2026-09-08 09:11:11.628,1788829871.628,SpO2,85902,1,0,81.77,40.1,0.14,0.9904,40.1,51.3,Still,,,A5 01 01 00 8E 4F 01 00 F1 1F 91 01 0E 00 B0 26 91 01 01 02
2026-09-08 09:11:12.767,1788829872.767,SpO2,85977,1,0,81.93,40.8,0.11,0.9872,40.8,51.8,Still,,,A5 01 01 00 D9 4F 01 00 01 20 98 01 0B 00 90 26 98 01 06 02
2026-09-08 09:11:13.936,1788829873.936,SpO2,86052,1,0,81.93,51.3,0.07,0.9872,51.3,50.4,Still,,,A5 01 01 00 24 50 01 00 01 20 01 02 07 00 90 26 01 02 F8 01
2026-09-08 09:11:14.716,1788829874.716,SpO2,86127,1,0,80.60,53.6,0.06,1.0128,53.6,47.0,Still,,,A5 01 01 00 6F 50 01 00 7C 1F 18 02 06 00 90 27 18 02 D6 01
2026-09-08 09:11:15.856,1788829875.856,SpO2,86202,1,0,80.20,51.0,0.07,1.0198,51.0,43.5,Still,,,A5 01 01 00 BA 50 01 00 54 1F FE 01 07 00 D6 27 FE 01 B3 01
2026-09-08 09:11:16.636,1788829876.636,SpO2,86277,1,0,82.61,40.3,0.09,0.9733,40.3,41.0,Still,,,A5 01 01 00 05 51 01 00 45 20 93 01 09 00 05 26 93 01 9A 01
2026-09-08 09:11:17.806,1788829877.806,SpO2,86352,1,0,82.48,44.4,0.10,0.9761,44.4,38.9,Still,,,A5 01 01 00 50 51 01 00 38 20 BC 01 0A 00 21 26 BC 01 85 01
2026-09-08 09:11:18.556,1788829878.556,SpO2,86427,1,0,82.30,45.2,0.10,0.9798,45.2,38.9,Still,,,A5 01 01 00 9B 51 01 00 26 20 C4 01 0A 00 46 26 C4 01 85 01
2026-09-08 09:11:19.727,1788829879.727,SpO2,86502,1,0,82.92,57.3,0.10,0.9669,57.3,43.3,Still,,,A5 01 01 00 E6 51 01 00 64 20 3D 02 0A 00 C5 25 3D 02 B1 01
2026-09-08 09:11:20.925,1788829880.926,SpO2,86577,1,0,81.92,60.8,0.09,0.9876,60.8,47.1,Still,,,A5 01 01 00 31 52 01 00 00 20 60 02 09 00 94 26 60 02 D7 01
2026-09-08 09:11:21.647,1788829881.647,SpO2,86652,1,0,82.04,54.2,0.05,0.9850,54.2,49.5,Still,,,A5 01 01 00 7C 52 01 00 0C 20 1E 02 05 00 7A 26 1E 02 EF 01
2026-09-08 09:11:22.817,1788829882.817,SpO2,86727,1,0,81.93,54.9,0.04,0.9874,54.9,29.7,Still,,,A5 01 01 00 C7 52 01 00 01 20 25 02 04 00 92 26 25 02 29 01
2026-09-08 09:11:23.596,1788829883.597,SpO2,86802,1,0,81.18,43.4,0.04,1.0022,43.4,67.4,Still,,,A5 01 01 00 12 53 01 00 B6 1F B2 01 04 00 26 27 B2 01 A2 02
2026-09-08 09:11:24.736,1788829884.737,SpO2,86877,1,0,81.21,37.5,0.04,1.0015,37.5,66.6,Still,,,A5 01 01 00 5D 53 01 00 B9 1F 77 01 04 00 1F 27 77 01 9A 02
2026-09-08 09:11:25.906,1788829885.906,SpO2,86952,1,0,81.10,59.7,0.06,1.0037,59.7,65.7,Still,,,A5 01 01 00 A8 53 01 00 AE 1F 55 02 06 00 35 27 55 02 91 02
2026-09-08 09:11:26.686,1788829886.687,SpO2,87027,1,0,81.28,65.2,0.06,1.0001,65.2,64.9,Still,,,A5 01 01 00 F3 53 01 00 C0 1F 8C 02 06 00 11 27 8C 02 89 02
2026-09-08 09:11:27.826,1788829887.827,SpO2,87102,1,0,81.65,48.7,0.07,0.9927,48.7,63.3,Still,,,A5 01 01 00 3E 54 01 00 E5 1F E7 01 07 00 C7 26 E7 01 79 02
2026-09-08 09:11:28.606,1788829888.607,SpO2,87177,1,0,81.96,44.9,0.06,0.9867,44.9,39.0,Still,,,A5 01 01 00 89 54 01 00 04 20 C1 01 06 00 8B 26 C1 01 86 01
2026-09-08 09:11:29.746,1788829889.747,SpO2,87252,1,0,82.05,52.5,0.08,0.9849,52.5,40.7,Still,,,A5 01 01 00 D4 54 01 00 0D 20 0D 02 08 00 79 26 0D 02 97 01
2026-09-08 09:11:30.917,1788829890.917,SpO2,87327,1,0,83.14,59.3,0.08,0.9628,59.3,38.5,Still,,,A5 01 01 00 1F 55 01 00 7A 20 51 02 08 00 9C 25 51 02 81 01
2026-09-08 09:11:31.697,1788829891.697,SpO2,87402,1,0,82.96,55.9,0.10,0.9661,55.9,52.5,Still,,,A5 01 01 00 6A 55 01 00 68 20 2F 02 0A 00 BD 25 2F 02 0D 02
2026-09-08 09:11:32.836,1788829892.837,SpO2,87477,1,0,83.18,51.2,0.10,0.9619,51.2,0.0,Still,,,A5 01 01 00 B5 55 01 00 7E 20 00 02 0A 00 93 25 00 02 00 00
2026-09-08 09:11:33.616,1788829893.616,SpO2,87552,1,0,84.31,53.9,0.10,0.9395,53.9,67.1,Still,,,A5 01 01 00 00 56 01 00 EF 20 1B 02 0A 00 B3 24 1B 02 9F 02
2026-09-08 09:11:34.786,1788829894.786,SpO2,87627,1,0,82.76,46.6,0.09,0.9701,46.6,41.1,Still,,,A5 01 01 00 4B 56 01 00 54 20 D2 01 09 00 E5 25 D2 01 9B 01
2026-09-08 09:11:35.536,1788829895.536,SpO2,87702,1,0,81.02,60.5,0.26,1.0053,60.5,42.2,Still,,,A5 01 01 00 96 56 01 00 A6 1F 5D 02 1A 00 45 27 5D 02 A6 01
2026-09-08 09:11:36.706,1788829896.706,SpO2,87777,1,0,81.02,60.5,0.33,1.0053,60.5,41.4,Still,,,A5 01 01 00 E1 56 01 00 A6 1F 5D 02 21 00 45 27 5D 02 9E 01
2026-09-08 09:11:37.877,1788829897.877,SpO2,87852,1,0,81.04,58.5,0.39,1.0049,58.5,51.7,Still,,,A5 01 01 00 2C 57 01 00 A8 1F 49 02 27 00 41 27 49 02 05 02
2026-09-08 09:11:37.966,1788829897.967,Battery,87852,1,,,,,,,,,51,3694,A5 02 01 33 6E 0E 2C 57 01 00 00 73 00 00 00 00 62 01 00 00
2026-09-08 09:11:38.626,1788829898.626,SpO2,87927,1,0,81.09,59.7,0.42,1.0039,59.7,102.1,Still,,,A5 01 01 00 77 57 01 00 AD 1F 55 02 2A 00 37 27 55 02 FD 03
2026-09-08 09:11:39.796,1788829899.796,SpO2,88002,1,0,81.27,78.5,0.43,1.0003,78.5,57.1,Still,,,A5 01 01 00 C2 57 01 00 BF 1F 11 03 2B 00 13 27 11 03 3B 02
2026-09-08 09:11:40.577,1788829900.577,SpO2,88077,1,0,81.33,85.1,0.41,0.9990,85.1,55.5,Still,,,A5 01 01 00 0D 58 01 00 C5 1F 53 03 29 00 06 27 53 03 2B 02
2026-09-08 09:11:41.716,1788829901.717,SpO2,88152,1,0,81.39,63.9,0.38,0.9980,63.9,79.7,Still,,,A5 01 01 00 58 58 01 00 CB 1F 7F 02 26 00 FC 26 7F 02 1D 03
2026-09-08 09:11:42.917,1788829902.917,SpO2,88227,1,0,81.37,80.8,0.34,0.9983,80.8,76.5,Still,,,A5 01 01 00 A3 58 01 00 C9 1F 28 03 22 00 FF 26 28 03 FD 02
2026-09-08 09:11:43.666,1788829903.667,SpO2,88302,1,0,81.45,89.3,0.31,0.9968,89.3,75.6,Still,,,A5 01 01 00 EE 58 01 00 D1 1F 7D 03 1F 00 F0 26 7D 03 F4 02
2026-09-08 09:11:44.806,1788829904.807,SpO2,88377,1,0,81.40,65.6,0.31,0.9977,65.6,75.7,Still,,,A5 01 01 00 39 59 01 00 CC 1F 90 02 1F 00 F9 26 90 02 F5 02
2026-09-08 09:11:45.586,1788829905.587,SpO2,88452,1,0,81.22,69.6,0.28,1.0012,69.6,74.1,Still,,,A5 01 01 00 84 59 01 00 BA 1F B8 02 1C 00 1C 27 B8 02 E5 02
2026-09-08 09:11:46.756,1788829906.757,SpO2,88527,1,0,81.11,63.7,0.22,1.0035,63.7,57.1,Still,,,A5 01 01 00 CF 59 01 00 AF 1F 7D 02 16 00 33 27 7D 02 3B 02
2026-09-08 09:11:47.507,1788829907.508,SpO2,88602,1,0,81.02,51.7,0.15,1.0052,51.7,55.5,Still,,,A5 01 01 00 1A 5A 01 00 A6 1F 05 02 0F 00 44 27 05 02 2B 02
2026-09-08 09:11:48.677,1788829908.678,SpO2,88677,1,0,81.11,51.2,0.09,1.0036,51.2,36.0,Still,,,A5 01 01 00 65 5A 01 00 AF 1F 00 02 09 00 34 27 00 02 68 01
2026-09-08 09:11:49.846,1788829909.847,SpO2,88752,1,0,81.17,66.7,0.08,1.0023,66.7,36.1,Still,,,A5 01 01 00 B0 5A 01 00 B5 1F 9B 02 08 00 27 27 9B 02 69 01
2026-09-08 09:11:50.596,1788829910.597,SpO2,88827,1,0,81.13,69.8,0.07,1.0032,69.8,34.2,Still,,,A5 01 01 00 FB 5A 01 00 B1 1F BA 02 07 00 30 27 BA 02 56 01
2026-09-08 09:11:51.766,1788829911.766,SpO2,88902,1,0,81.22,64.0,0.06,1.0012,64.0,32.3,Still,,,A5 01 01 00 46 5B 01 00 BA 1F 80 02 06 00 1C 27 80 02 43 01
2026-09-08 09:11:52.546,1788829912.546,SpO2,88977,1,0,81.28,69.8,0.07,1.0001,69.8,76.1,Still,,,A5 01 01 00 91 5B 01 00 C0 1F BA 02 07 00 11 27 BA 02 F9 02
2026-09-08 09:11:53.686,1788829913.687,SpO2,89052,1,0,81.31,77.2,0.06,0.9995,77.2,81.7,Still,,,A5 01 01 00 DC 5B 01 00 C3 1F 04 03 06 00 0B 27 04 03 31 03
2026-09-08 09:11:54.857,1788829914.857,SpO2,89127,1,0,81.27,79.5,0.06,1.0002,79.5,88.9,Still,,,A5 01 01 00 27 5C 01 00 BF 1F 1B 03 06 00 12 27 1B 03 79 03
2026-09-08 09:11:55.636,1788829915.637,SpO2,89202,1,0,81.29,71.9,0.06,1.0000,71.9,91.2,Still,,,A5 01 01 00 72 5C 01 00 C1 1F CF 02 06 00 10 27 CF 02 90 03
2026-09-08 09:11:56.776,1788829916.777,SpO2,89277,1,0,81.23,71.0,0.05,1.0011,71.0,92.7,Still,,,A5 01 01 00 BD 5C 01 00 BB 1F C6 02 05 00 1B 27 C6 02 9F 03
2026-09-08 09:11:57.556,1788829917.557,SpO2,89352,1,0,81.31,77.6,0.06,0.9995,77.6,70.8,Still,,,A5 01 01 00 08 5D 01 00 C3 1F 08 03 06 00 0B 27 08 03 C4 02
2026-09-08 09:11:58.696,1788829918.696,SpO2,89427,1,0,81.39,75.0,0.07,0.9980,75.0,69.5,Still,,,A5 01 01 00 53 5D 01 00 CB 1F EE 02 07 00 FC 26 EE 02 B7 02
2026-09-08 09:11:59.866,1788829919.867,SpO2,89502,1,0,81.35,62.2,0.07,0.9987,62.2,67.1,Still,,,A5 01 01 00 9E 5D 01 00 C7 1F 6E 02 07 00 03 27 6E 02 9F 02
2026-09-08 09:12:00.647,1788829920.647,SpO2,89577,1,0,81.44,55.6,0.06,0.9970,55.6,64.9,Still,,,A5 01 01 00 E9 5D 01 00 D0 1F 2C 02 06 00 F2 26 2C 02 89 02
2026-09-08 09:12:01.787,1788829921.787,SpO2,89652,1,0,81.69,72.6,0.06,0.9920,72.6,77.1,Still,,,A5 01 01 00 34 5E 01 00 E9 1F D6 02 06 00 C0 26 D6 02 03 03
2026-09-08 09:12:02.566,1788829922.566,SpO2,89727,1,0,81.71,74.6,0.06,0.9917,74.6,32.7,Still,,,A5 01 01 00 7F 5E 01 00 EB 1F EA 02 06 00 BD 26 EA 02 47 01
2026-09-08 09:12:03.736,1788829923.736,SpO2,89802,1,0,81.41,73.4,0.27,0.9975,73.4,34.4,Still,,,A5 01 01 00 CA 5E 01 00 CD 1F DE 02 1B 00 F7 26 DE 02 58 01
2026-09-08 09:12:04.486,1788829924.486,SpO2,89877,1,0,81.38,75.0,0.43,0.9981,75.0,34.3,Still,,,A5 01 01 00 15 5F 01 00 CA 1F EE 02 2B 00 FD 26 EE 02 57 01
2026-09-08 09:12:05.657,1788829925.658,SpO2,89952,1,0,81.41,81.4,0.43,0.9976,81.4,48.3,Still,,,A5 01 01 00 60 5F 01 00 CD 1F 2E 03 2B 00 F8 26 2E 03 E3 01
2026-09-08 09:12:06.827,1788829926.827,SpO2,90027,1,0,81.34,51.7,0.45,0.9990,51.7,46.7,Still,,,A5 01 01 00 AB 5F 01 00 C6 1F 05 02 2D 00 06 27 05 02 D3 01
2026-09-08 09:12:07.577,1788829927.577,SpO2,90102,1,0,81.00,62.1,0.47,1.0056,62.1,46.3,Still,,,A5 01 01 00 F6 5F 01 00 A4 1F 6D 02 2F 00 48 27 6D 02 CF 01
2026-09-08 09:12:07.636,1788829927.637,Battery,90102,1,,,,,,,,,51,3693,A5 02 01 33 6D 0E F6 5F 01 00 00 73 00 00 00 00 62 01 00 00
2026-09-08 09:12:08.747,1788829928.747,SpO2,90177,1,0,81.55,81.8,0.48,0.9948,81.8,45.7,Still,,,A5 01 01 00 41 60 01 00 DB 1F 32 03 30 00 DC 26 32 03 C9 01
2026-09-08 09:12:09.527,1788829929.528,SpO2,90252,1,0,81.43,38.5,0.49,0.9972,38.5,44.6,Still,,,A5 01 01 00 8C 60 01 00 CF 1F 81 01 31 00 F4 26 81 01 BE 01
2026-09-08 09:12:10.666,1788829930.666,SpO2,90327,1,0,81.47,45.5,0.50,0.9963,45.5,44.2,Still,,,A5 01 01 00 D7 60 01 00 D3 1F C7 01 32 00 EB 26 C7 01 BA 01
2026-09-08 09:12:11.836,1788829931.836,SpO2,90402,1,0,81.40,43.6,0.42,0.9978,43.6,34.4,Still,,,A5 01 01 00 22 61 01 00 CC 1F B4 01 2A 00 FA 26 B4 01 58 01
2026-09-08 09:12:12.616,1788829932.617,SpO2,90477,1,0,81.09,42.9,0.11,1.0038,42.9,50.5,Still,,,A5 01 01 00 6D 61 01 00 AD 1F AD 01 0B 00 36 27 AD 01 F9 01
2026-09-08 09:12:13.757,1788829933.757,SpO2,90552,1,0,81.05,42.6,0.09,1.0046,42.6,51.1,Still,,,A5 01 01 00 B8 61 01 00 A9 1F AA 01 09 00 3E 27 AA 01 FF 01
2026-09-08 09:12:14.567,1788829934.567,SpO2,90627,1,0,81.04,54.4,0.06,1.0048,54.4,33.7,Still,,,A5 01 01 00 03 62 01 00 A8 1F 20 02 06 00 40 27 20 02 51 01
2026-09-08 09:12:15.707,1788829935.707,SpO2,90702,1,0,81.28,43.5,0.12,1.0002,43.5,34.7,Still,,,A5 01 01 00 4E 62 01 00 C0 1F B3 01 0C 00 12 27 B3 01 5B 01
2026-09-08 09:12:16.456,1788829936.456,SpO2,90777,1,0,81.04,48.4,0.18,1.0048,48.4,34.4,Still,,,A5 01 01 00 99 62 01 00 A8 1F E4 01 12 00 40 27 E4 01 58 01
2026-09-08 09:12:17.627,1788829937.627,SpO2,90852,1,0,81.16,40.6,0.24,1.0025,40.6,60.7,Still,,,A5 01 01 00 E4 62 01 00 B4 1F 96 01 18 00 29 27 96 01 5F 02
2026-09-08 09:12:18.796,1788829938.797,SpO2,90927,1,0,80.83,48.9,0.26,1.0086,48.9,56.7,Still,,,A5 01 01 00 2F 63 01 00 93 1F E9 01 1A 00 66 27 E9 01 37 02
2026-09-08 09:12:19.546,1788829939.547,SpO2,91002,1,0,81.04,50.0,0.27,1.0049,50.0,44.1,Still,,,A5 01 01 00 7A 63 01 00 A8 1F F4 01 1B 00 41 27 F4 01 B9 01
2026-09-08 09:12:20.717,1788829940.718,SpO2,91077,1,0,81.22,47.5,0.28,1.0012,47.5,38.4,Still,,,A5 01 01 00 C5 63 01 00 BA 1F DB 01 1C 00 1C 27 DB 01 80 01
2026-09-08 09:12:21.497,1788829941.497,SpO2,91152,1,0,81.40,45.2,0.29,0.9978,45.2,43.4,Still,,,A5 01 01 00 10 64 01 00 CC 1F C4 01 1D 00 FA 26 C4 01 B2 01
2026-09-08 09:12:22.637,1788829942.637,SpO2,91227,1,0,82.37,53.6,0.29,0.9784,53.6,24.5,Still,,,A5 01 01 00 5B 64 01 00 2D 20 18 02 1D 00 38 26 18 02 F5 00
2026-09-08 09:12:23.806,1788829943.806,SpO2,91302,1,0,81.63,46.0,0.24,0.9932,46.0,36.9,Still,,,A5 01 01 00 A6 64 01 00 E3 1F CC 01 18 00 CC 26 CC 01 71 01
2026-09-08 09:12:24.587,1788829944.588,SpO2,91377,1,0,82.55,46.3,0.10,0.9745,46.3,41.5,Still,,,A5 01 01 00 F1 64 01 00 3F 20 CF 01 0A 00 11 26 CF 01 9F 01
2026-09-08 09:12:25.728,1788829945.728,SpO2,91452,1,0,82.53,53.0,0.04,0.9749,53.0,41.4,Still,,,A5 01 01 00 3C 65 01 00 3D 20 12 02 04 00 15 26 12 02 9E 01
2026-09-08 09:12:26.506,1788829946.507,SpO2,91527,1,0,82.65,56.8,0.04,0.9726,56.8,42.7,Still,,,A5 01 01 00 87 65 01 00 49 20 38 02 04 00 FE 25 38 02 AB 01
2026-09-08 09:12:27.647,1788829947.647,SpO2,91602,1,0,82.75,60.6,0.05,0.9705,60.6,42.1,Still,,,A5 01 01 00 D2 65 01 00 53 20 5E 02 05 00 E9 25 5E 02 A5 01
2026-09-08 09:12:28.816,1788829948.817,SpO2,91677,1,0,82.36,44.9,0.07,0.9784,44.9,42.0,Still,,,A5 01 01 00 1D 66 01 00 2C 20 C1 01 07 00 38 26 C1 01 A4 01
2026-09-08 09:12:29.596,1788829949.597,SpO2,91752,1,0,82.40,49.2,0.08,0.9777,49.2,43.3,Still,,,A5 01 01 00 68 66 01 00 30 20 EC 01 08 00 31 26 EC 01 B1 01
2026-09-08 09:12:30.738,1788829950.738,SpO2,91827,1,0,82.17,39.5,0.12,0.9824,39.5,39.7,Still,,,A5 01 01 00 B3 66 01 00 19 20 8B 01 0C 00 60 26 8B 01 8D 01
2026-09-08 09:12:31.518,1788829951.518,SpO2,91902,1,0,81.21,36.2,0.13,1.0014,36.2,42.6,Still,,,A5 01 01 00 FE 66 01 00 B9 1F 6A 01 0D 00 1E 27 6A 01 AA 01
2026-09-08 09:12:32.686,1788829952.687,SpO2,91977,1,0,81.00,22.1,0.15,1.0057,22.1,41.1,Still,,,A5 01 01 00 49 67 01 00 A4 1F DD 00 0F 00 49 27 DD 00 9B 01
2026-09-08 09:12:33.436,1788829953.437,SpO2,92052,1,0,81.21,22.7,0.16,1.0015,22.7,39.3,Still,,,A5 01 01 00 94 67 01 00 B9 1F E3 00 10 00 1F 27 E3 00 89 01
2026-09-08 09:12:34.606,1788829954.607,SpO2,92127,1,0,80.66,30.0,0.18,1.0116,30.0,42.1,Still,,,A5 01 01 00 DF 67 01 00 82 1F 2C 01 12 00 84 27 2C 01 A5 01
2026-09-08 09:12:35.776,1788829955.777,SpO2,92202,1,0,79.35,40.6,0.24,1.0361,40.6,38.2,Still,,,A5 01 01 00 2A 68 01 00 FF 1E 96 01 18 00 79 28 96 01 7E 01
2026-09-08 09:12:36.526,1788829956.527,SpO2,92277,1,0,80.02,49.0,0.23,1.0229,49.0,41.2,Still,,,A5 01 01 00 75 68 01 00 42 1F EA 01 17 00 F5 27 EA 01 9C 01
2026-09-08 09:12:37.696,1788829957.697,SpO2,92352,1,0,81.16,28.5,0.70,1.0024,28.5,39.2,Still,,,A5 01 01 00 C0 68 01 00 B4 1F 1D 01 46 00 28 27 1D 01 88 01
2026-09-08 09:12:37.757,1788829957.757,Battery,92352,1,,,,,,,,,51,3693,A5 02 01 33 6D 0E C0 68 01 00 00 73 00 00 00 00 62 01 00 00
2026-09-08 09:12:38.477,1788829958.477,SpO2,92427,1,0,81.12,65.2,0.80,1.0032,65.2,62.8,Still,,,A5 01 01 00 0B 69 01 00 B0 1F 8C 02 50 00 30 27 8C 02 74 02
2026-09-08 09:12:39.616,1788829959.617,SpO2,92502,1,0,81.17,55.6,0.92,1.0023,55.6,40.9,Still,,,A5 01 01 00 56 69 01 00 B5 1F 2C 02 5C 00 27 27 2C 02 99 01
2026-09-08 09:12:40.786,1788829960.787,SpO2,92577,1,0,81.15,67.7,1.08,1.0026,67.7,45.8,Still,,,A5 01 01 00 A1 69 01 00 B3 1F A5 02 6C 00 2A 27 A5 02 CA 01
2026-09-08 09:12:41.567,1788829961.567,SpO2,92652,1,0,81.19,66.9,1.14,1.0020,66.9,47.0,Still,,,A5 01 01 00 EC 69 01 00 B7 1F 9D 02 72 00 24 27 9D 02 D6 01
2026-09-08 09:12:42.707,1788829962.708,SpO2,92727,1,0,81.23,56.8,1.25,1.0011,56.8,50.8,Still,,,A5 01 01 00 37 6A 01 00 BB 1F 38 02 7D 00 1B 27 38 02 FC 01
2026-09-08 09:12:43.486,1788829963.487,SpO2,92802,1,0,81.21,65.2,1.16,1.0015,65.2,53.0,Still,,,A5 01 01 00 82 6A 01 00 B9 1F 8C 02 74 00 1F 27 8C 02 12 02
2026-09-08 09:12:44.659,1788829964.659,SpO2,92877,1,0,81.32,65.2,0.93,0.9993,65.2,54.6,Still,,,A5 01 01 00 CD 6A 01 00 C4 1F 8C 02 5D 00 09 27 8C 02 22 02
2026-09-08 09:12:45.406,1788829965.407,SpO2,92952,1,0,81.40,75.0,0.75,0.9977,75.0,54.1,Moving,,,A5 01 05 00 18 6B 01 00 CC 1F EE 02 4B 00 F9 26 EE 02 1D 02
2026-09-08 09:12:46.606,1788829966.607,SpO2,93027,1,0,81.32,76.3,0.81,0.9993,76.3,51.0,Still,,,A5 01 01 00 63 6B 01 00 C4 1F FB 02 51 00 09 27 FB 02 FE 01
2026-09-08 09:12:47.716,1788829967.716,SpO2,93102,1,0,81.31,79.0,0.85,0.9995,79.0,46.6,Still,,,A5 01 01 00 AE 6B 01 00 C3 1F 16 03 55 00 0B 27 16 03 D2 01
2026-09-08 09:12:48.497,1788829968.497,SpO2,93177,1,0,81.33,74.6,0.97,0.9991,74.6,75.0,Still,,,A5 01 01 00 F9 6B 01 00 C5 1F EA 02 61 00 07 27 EA 02 EE 02
2026-09-08 09:12:49.666,1788829969.667,SpO2,93252,1,0,81.35,77.6,0.97,0.9988,77.6,87.5,Still,,,A5 01 01 00 44 6C 01 00 C7 1F 08 03 61 00 04 27 08 03 6B 03
2026-09-08 09:12:50.447,1788829970.447,SpO2,93327,1,0,81.41,83.4,0.86,0.9976,83.4,39.6,Still,,,A5 01 01 00 8F 6C 01 00 CD 1F 42 03 56 00 F8 26 42 03 8C 01
2026-09-08 09:12:51.587,1788829971.587,SpO2,93402,1,0,81.40,79.0,0.84,0.9978,79.0,39.0,Still,,,A5 01 01 00 DA 6C 01 00 CC 1F 16 03 54 00 FA 26 16 03 86 01
2026-09-08 09:12:52.756,1788829972.757,SpO2,93477,1,0,81.33,74.6,0.86,0.9992,74.6,38.5,Still,,,A5 01 01 00 25 6D 01 00 C5 1F EA 02 56 00 08 27 EA 02 81 01
2026-09-08 09:12:53.506,1788829973.507,SpO2,93552,1,0,81.33,75.4,0.89,0.9991,75.4,55.8,Still,,,A5 01 01 00 70 6D 01 00 C5 1F F2 02 59 00 07 27 F2 02 2E 02
2026-09-08 09:12:54.676,1788829974.677,SpO2,93627,1,0,81.42,71.0,0.86,0.9973,71.0,53.3,Still,,,A5 01 01 00 BB 6D 01 00 CE 1F C6 02 56 00 F5 26 C6 02 15 02
2026-09-08 09:12:55.457,1788829975.457,SpO2,93702,1,0,81.31,67.8,0.92,0.9996,67.8,52.0,Still,,,A5 01 01 00 06 6E 01 00 C3 1F A6 02 5C 00 0C 27 A6 02 08 02
2026-09-08 09:12:56.596,1788829976.597,SpO2,93777,1,0,81.18,63.7,0.89,1.0020,63.7,72.3,Still,,,A5 01 01 00 51 6E 01 00 B6 1F 7D 02 59 00 24 27 7D 02 D3 02
2026-09-08 09:12:57.767,1788829977.767,SpO2,93852,1,0,81.09,64.8,0.82,1.0039,64.8,71.4,Still,,,A5 01 01 00 9C 6E 01 00 AD 1F 88 02 52 00 37 27 88 02 CA 02
2026-09-08 09:12:58.547,1788829978.547,SpO2,93927,1,0,81.04,67.6,0.82,1.0049,67.6,63.5,Still,,,A5 01 01 00 E7 6E 01 00 A8 1F A4 02 52 00 41 27 A4 02 7B 02
2026-09-08 09:12:59.686,1788829979.687,SpO2,94002,1,0,80.43,64.8,0.69,1.0156,64.8,61.0,Still,,,A5 01 01 00 32 6F 01 00 6B 1F 88 02 45 00 AC 27 88 02 62 02
2026-09-08 09:13:00.466,1788829980.467,SpO2,94077,1,0,80.28,62.2,0.47,1.0183,62.2,38.8,Still,,,A5 01 01 00 7D 6F 01 00 5C 1F 6E 02 2F 00 C7 27 6E 02 84 01
2026-09-08 09:13:01.636,1788829981.637,SpO2,94152,1,0,80.75,64.0,0.14,1.0100,64.0,44.9,Still,,,A5 01 01 00 C8 6F 01 00 8B 1F 80 02 0E 00 74 27 80 02 C1 01
2026-09-08 09:13:02.387,1788829982.387,SpO2,94227,1,0,80.80,62.5,0.08,1.0091,62.5,46.1,Still,,,A5 01 01 00 13 70 01 00 90 1F 71 02 08 00 6B 27 71 02 CD 01
2026-09-08 09:13:03.558,1788829983.558,SpO2,94302,1,0,81.28,56.4,0.08,1.0001,56.4,45.2,Still,,,A5 01 01 00 5E 70 01 00 C0 1F 34 02 08 00 11 27 34 02 C4 01
2026-09-08 09:13:04.726,1788829984.727,SpO2,94377,1,0,81.33,61.2,0.07,0.9990,61.2,40.0,Still,,,A5 01 01 00 A9 70 01 00 C5 1F 64 02 07 00 06 27 64 02 90 01
2026-09-08 09:13:05.477,1788829985.478,SpO2,94452,1,0,81.40,31.6,0.07,0.9978,31.6,37.6,Still,,,A5 01 01 00 F4 70 01 00 CC 1F 3C 01 07 00 FA 26 3C 01 78 01
2026-09-08 09:13:06.647,1788829986.647,SpO2,94527,1,0,86.29,51.4,0.07,0.8956,51.4,41.2,Still,,,A5 01 01 00 3F 71 01 00 B5 21 02 02 07 00 FC 22 02 02 9C 01
2026-09-08 09:13:07.426,1788829987.427,SpO2,94602,1,0,86.40,40.8,0.06,0.8931,40.8,42.4,Still,,,A5 01 01 00 8A 71 01 00 C0 21 98 01 06 00 E3 22 98 01 A8 01
